#chrom	strand	txStart
chr1	-	247263263
chr1	-	247273461
chr1	-	247285276
chr1	-	247285276
chr1	-	247301446
chr1	-	247319202
chr1	-	247319721
chr1	-	247337903
chr1	-	247365268
chr1	+	247419373
chr1	-	247465777
chr1	-	247463621
chr1	-	247473607
chr1	-	247463621
chr1	+	247581354
chr1	+	247579457
chr1	+	247579457
chr1	+	247581354
chr1	+	247581354
chr1	+	247581354
chr1	+	247581354
chr1	-	247614330
chr1	+	247654369
chr1	+	247681594
chr1	-	247687980
chr1	-	247694850
chr1	-	247693433
chr1	+	247670393
chr1	+	247670393
chr1	+	247670393
chr1	+	247670393
chr1	+	247712346
chr1	+	247751661
chr1	+	247768887
chr1	-	247835419
chr1	-	247875130
chr1	-	247920763
chr1	-	247978101
chr1	-	248004229
chr1	+	248020500
chr1	+	248058888
chr1	+	248031264
chr1	+	248084319
chr1	+	248112159
chr1	+	248128633
chr1	+	248153568
chr1	+	248185249
chr1	+	248201473
chr1	+	248223983
chr1	+	248262677
chr1	+	248100492
chr1	+	248285437
chr1	+	248308449
chr1	+	248343287
chr1	+	248366369
chr1	+	248402230
chr1	-	248436153
chr1	-	248457917
chr1	-	248486931
chr1	+	248512076
chr1	+	248524882
chr1	+	248550909
chr1	+	248569295
chr1	+	248616098
chr1	+	248636651
chr1	+	248651889
chr1	+	248684947
chr1	-	248721844
chr1	-	248737101
chr1	-	248756130
chr1	-	248789478
chr1	-	248801587
chr1	-	248813231
chr1	-	248844669
chr1	-	248881947
chr1	-	248902716
chr1	-	249104650
chr1	-	249104650
chr1	-	249104650
chr1	+	249120575
chr1	+	249141473
chr1	+	249132529
chr1	-	249144202
chr1	-	249144202
chr1	-	249144202
chr1	-	249144202
chr1	-	249144202
chr1	-	249144202
chr1	+	249168053
chr1	+	249168446
chr1	+	249211536
chr1	+	249200441
chr1	+	249200441
chr1	+	249200441
chr2	-	38813
chr2	-	239560
chr2	-	218135
chr2	-	218135
chr2	-	243502
chr2	-	218135
chr2	-	218135
chr2	-	218135
chr2	-	218135
chr2	-	218135
chr2	+	264868
chr2	+	264868
chr2	+	264868
chr2	+	264868
chr2	+	264868
chr2	-	279928
chr2	-	279560
chr2	-	667972
chr2	-	667972
chr2	-	779836
chr2	-	779836
chr2	+	946553
chr2	+	946553
chr2	+	946553
chr2	+	1417232
chr2	+	1488367
chr2	+	1377994
chr2	+	1417232
chr2	+	1417232
chr2	+	1417232
chr2	+	1417232
chr2	+	1418179
chr2	+	1418179
chr2	+	1488367
chr2	-	1635658
chr2	-	1656847
chr2	-	1668729
chr2	-	1792884
chr2	-	1887648
chr2	-	1983462
chr2	+	2323003
chr2	-	1792884
chr2	-	1792884
chr2	-	2898819
chr2	-	3192740
chr2	-	3192740
chr2	+	3383445
chr2	+	3383445
chr2	+	3391390
chr2	-	3501689
chr2	-	3501689
chr2	-	3592690
chr2	-	3592690
chr2	+	3605975
chr2	+	3605975
chr2	+	3605975
chr2	+	3623181
chr2	+	3622852
chr2	+	3625380
chr2	-	3664889
chr2	+	3642421
chr2	+	3642421
chr2	+	3642421
chr2	+	3642421
chr2	+	3642421
chr2	+	3642421
chr2	+	3649495
chr2	+	3653641
chr2	+	3653641
chr2	+	3653641
chr2	+	3653641
chr2	+	3705785
chr2	+	3742210
chr2	-	4005244
chr2	-	4007505
chr2	+	4271220
chr2	-	4675807
chr2	+	5832798
chr2	+	6072818
chr2	+	6122109
chr2	-	6869299
chr2	-	6980683
chr2	-	6980683
chr2	-	6988439
chr2	-	6990780
chr2	-	6991580
chr2	+	7017795
chr2	-	7052406
chr2	+	7073187
chr2	+	7057522
chr2	+	7561391
chr2	-	8062555
chr2	-	8062555
chr2	-	8147900
chr2	-	8347272
chr2	+	8822112
chr2	-	8868986
chr2	-	8886617
chr2	-	8865689
chr2	-	8868986
chr2	-	8868986
chr2	-	8874784
chr2	-	8996700
chr2	-	9000742
chr2	+	9346893
chr2	+	9346893
chr2	-	9546789
chr2	-	9545814
chr2	-	9545814
chr2	-	9545814
chr2	-	9545814
chr2	-	9545814
chr2	+	9563665
chr2	+	9563665
chr2	+	9564012
chr2	+	9614669
chr2	+	9614669
chr2	+	9614669
chr2	+	9614669
chr2	-	9661724
chr2	-	9629410
chr2	-	9629410
chr2	-	9629410
chr2	-	9666274
chr2	-	9667630
chr2	-	9724105
chr2	+	9983570
chr2	+	9983570
chr2	+	9983570
chr2	+	9983570
chr2	+	9983570
chr2	-	10092865
chr2	+	10091791
chr2	+	10091791
chr2	+	10091791
chr2	+	10091791
chr2	+	10183681
chr2	+	10183955
chr2	+	10184371
chr2	-	10196925
chr2	+	10262694
chr2	-	10332739
chr2	+	10281980
chr2	+	10443029
chr2	+	10443825
chr2	+	10464472
chr2	+	10470288
chr2	+	10508803
chr2	+	10508889
chr2	-	10586839
chr2	-	10585280
chr2	-	10580507
chr2	-	10580507
chr2	-	10580507
chr2	-	10710891
chr2	-	10710891
chr2	-	10710891
chr2	-	10710891
chr2	-	10774259
chr2	+	10861774
chr2	+	10861774
chr2	-	10923516
chr2	-	10923516
chr2	-	10923516
chr2	-	10923516
chr2	-	10923516
chr2	+	11052062
chr2	-	11239125
chr2	-	11239976
chr2	-	11245442
chr2	+	11273178
chr2	+	11273178
chr2	+	11295539
chr2	+	11295539
chr2	-	11321777
chr2	+	11534106
chr2	-	11584500
chr2	-	11584500
chr2	-	11584500
chr2	-	11584500
chr2	-	11584500
chr2	-	11584500
chr2	-	11584500
chr2	-	11680730
chr2	+	11691826
chr2	+	11701319
chr2	+	11682815
chr2	+	11724898
chr2	+	11680079
chr2	+	11682850
chr2	+	11728381
chr2	+	11674241
chr2	+	11752384
chr2	-	11798303
chr2	+	11881474
chr2	+	11864459
chr2	+	11817704
chr2	+	11864459
chr2	+	11886721
chr2	+	11927199
chr2	-	11977058
chr2	-	12170428
chr2	+	12147253
chr2	+	12877492
chr2	+	12856997
chr2	+	12856997
chr2	-	13106907
chr2	-	14368997
chr2	+	14774103
chr2	+	14772809
chr2	+	14775214
chr2	-	15307031
chr2	-	15307031
chr2	-	15307031
chr2	-	15307031
chr2	+	15731744
chr2	+	15731744
chr2	+	15731744
chr2	+	15830905
chr2	-	16080019
chr2	+	16080682
chr2	+	16082045
chr2	+	16380470
chr2	-	16730729
chr2	-	16730729
chr2	-	17304107
chr2	-	17691985
chr2	-	17691985
chr2	+	17721806
chr2	-	17877555
chr2	-	17898007
chr2	-	17845078
chr2	-	17845078
chr2	-	17884423
chr2	+	17935161
chr2	+	17935176
chr2	+	17935413
chr2	+	17935413
chr2	-	17845078
chr2	+	17997785
chr2	+	18112275
chr2	+	18059113
chr2	+	18059944
chr2	-	18366261
chr2	-	18735988
chr2	-	18764632
chr2	-	18765009
chr2	-	18744136
chr2	-	18735988
chr2	-	18735988
chr2	-	18744136
chr2	-	18744136
chr2	-	18744136
chr2	-	18744136
chr2	-	18744136
chr2	+	19548189
chr2	-	19551245
chr2	+	20068614
chr2	+	20068614
chr2	+	20068614
chr2	-	20096513
chr2	-	20134794
chr2	-	20110028
chr2	-	20110028
chr2	-	20110028
chr2	-	20110028
chr2	-	20191812
chr2	-	20194059
chr2	-	20232410
chr2	-	20236546
chr2	-	20403722
chr2	-	20400557
chr2	-	20401246
chr2	-	20400557
chr2	-	20448452
chr2	-	20448452
chr2	-	20448452
chr2	-	20448452
chr2	-	20448452
chr2	-	20448452
chr2	-	20448452
chr2	-	20553387
chr2	+	20646834
chr2	-	20817563
chr2	-	20836482
chr2	-	20839789
chr2	+	20866423
chr2	+	20963654
chr2	-	20884817
chr2	-	20885306
chr2	-	20885306
chr2	-	20885306
chr2	-	20885306
chr2	-	20885306
chr2	-	20885306
chr2	-	20885306
chr2	-	21224300
chr2	-	21910305
chr2	-	23540930
chr2	+	23755454
chr2	+	23785021
chr2	+	23608297
chr2	-	23971533
chr2	-	23971533
chr2	-	23971533
chr2	-	23971533
chr2	-	24092532
chr2	+	24150154
chr2	+	24150154
chr2	+	24163375
chr2	+	24163375
chr2	+	24235768
chr2	+	24232952
chr2	-	24252205
chr2	-	24252205
chr2	+	24272583
chr2	+	24272583
chr2	+	24272583
chr2	-	24290453
chr2	-	24290453
chr2	-	24300302
chr2	-	24300302
chr2	-	24300302
chr2	-	24300302
chr2	-	24338243
chr2	+	24299727
chr2	+	24346349
chr2	+	24347199
chr2	+	24397530
chr2	+	24397971
chr2	-	24425734
chr2	-	24461801
chr2	-	24425734
chr2	-	24425734
chr2	-	24443187
chr2	-	24509080
chr2	+	24787178
chr2	+	24787178
chr2	+	24807344
chr2	+	24807344
chr2	+	24807344
chr2	+	24964652
chr2	-	25013135
chr2	+	25016174
chr2	+	25016330
chr2	-	25042038
chr2	-	25042038
chr2	-	25042038
chr2	-	25166504
chr2	-	25166504
chr2	-	25166504
chr2	-	25166504
chr2	+	25194980
chr2	+	25264972
chr2	+	25264972
chr2	-	25383721
chr2	-	25383721
chr2	-	25383721
chr2	-	25455829
chr2	-	25551508
chr2	-	25455829
chr2	-	25455829
chr2	-	25455829
chr2	-	25504320
chr2	-	25606205
chr2	-	25600066
chr2	-	25600066
chr2	-	25600066
chr2	-	25641964
chr2	-	25600066
chr2	-	25600066
chr2	-	25600066
chr2	-	25600066
chr2	-	25600066
chr2	-	25600066
chr2	-	25600066
chr2	-	25600066
chr2	-	25650403
chr2	-	25919944
chr2	+	25991888
chr2	-	25964796
chr2	-	25962252
chr2	-	26149454
chr2	-	26149454
chr2	-	26149454
chr2	+	26265543
chr2	+	26256728
chr2	+	26395959
chr2	+	26403584
chr2	-	26413503
chr2	-	26413503
chr2	-	26434805
chr2	+	26467615
chr2	+	26467615
chr2	+	26467615
chr2	+	26467615
chr2	+	26492805
chr2	-	26532811
chr2	-	26531040
chr2	-	26531040
chr2	-	26531040
chr2	-	26531040
chr2	-	26531379
chr2	+	26568953
chr2	+	26568953
chr2	+	26624783
chr2	+	26624783
chr2	-	26680070
chr2	-	26680070
chr2	-	26680070
chr2	-	26680070
chr2	-	26725167
chr2	-	26680070
chr2	+	26785480
chr2	+	26785902
chr2	-	26804072
chr2	+	26928413
chr2	+	26915580
chr2	+	26987141
chr2	+	26987141
chr2	+	26987141
chr2	+	26987141
chr2	+	27008881
chr2	+	27008881
chr2	+	27008881
chr2	+	27070968
chr2	+	27071156
chr2	+	27071291
chr2	-	27234636
chr2	+	27237632
chr2	+	27193524
chr2	+	27255773
chr2	+	27255773
chr2	+	27273649
chr2	+	27273649
chr2	+	27274081
chr2	+	27274490
chr2	+	27274490
chr2	+	27274490
chr2	-	27294216
chr2	-	27293341
chr2	+	27301434
chr2	+	27301434
chr2	+	27306464
chr2	+	27309610
chr2	+	27309610
chr2	+	27309610
chr2	-	27323946
chr2	-	27322220
chr2	-	27323461
chr2	-	27323946
chr2	-	27322220
chr2	-	27323461
chr2	-	27323946
chr2	+	27346722
chr2	+	27346656
chr2	+	27346656
chr2	+	27346656
chr2	-	27353624
chr2	-	27353624
chr2	-	27359958
chr2	-	27359714
chr2	+	27371944
chr2	-	27422972
chr2	-	27430125
chr2	-	27422454
chr2	+	27434898
chr2	+	27435218
chr2	+	27440257
chr2	+	27440257
chr2	-	27477439
chr2	-	27477439
chr2	-	27477439
chr2	+	27498288
chr2	+	27498288
chr2	+	27498330
chr2	+	27505296
chr2	+	27505296
chr2	-	27530388
chr2	-	27530264
chr2	-	27532359
chr2	-	27532359
chr2	-	27532359
chr2	-	27548715
chr2	+	27558408
chr2	-	27548715
chr2	-	27548715
chr2	-	27548715
chr2	-	27556468
chr2	-	27587218
chr2	-	27589088
chr2	-	27587218
chr2	-	27587218
chr2	-	27587218
chr2	-	27587218
chr2	-	27587218
chr2	+	27593362
chr2	+	27593362
chr2	+	27593362
chr2	+	27593362
chr2	+	27593362
chr2	+	27593362
chr2	+	27593362
chr2	+	27593362
chr2	+	27593362
chr2	+	27593362
chr2	+	27593362
chr2	+	27594119
chr2	-	27600097
chr2	-	27600097
chr2	-	27615489
chr2	-	27604065
chr2	+	27650656
chr2	+	27651184
chr2	+	27658448
chr2	+	27665232
chr2	+	27665232
chr2	+	27665312
chr2	+	27665232
chr2	-	27667239
chr2	-	27667239
chr2	-	27694553
chr2	-	27694553
chr2	-	27694553
chr2	-	27706749
chr2	-	27714749
chr2	+	27719705
chr2	+	27719705
chr2	+	27719705
chr2	+	27799388
chr2	+	27805835
chr2	+	27805835
chr2	+	27805835
chr2	+	27805835
chr2	+	27805835
chr2	+	27805835
chr2	+	27805835
chr2	-	27849829
chr2	-	27848505
chr2	-	27848505
chr2	+	27805835
chr2	+	27852112
chr2	+	27851514
chr2	+	27851514
chr2	+	27851514
chr2	+	27851862
chr2	+	27851862
chr2	-	27873678
chr2	-	27873678
chr2	-	27873678
chr2	-	27873678
chr2	-	27873678
chr2	+	27886337
chr2	-	27929629
chr2	+	27994583
chr2	+	27994583
chr2	-	28004265
chr2	-	28004265
chr2	-	28032165
chr2	-	28112322
chr2	-	28206825
chr2	+	28219233
chr2	-	28530557
chr2	+	28113481
chr2	+	28113481
chr2	+	28113481
chr2	+	28113481
chr2	+	28113481
chr2	+	28113481
chr2	+	28152689
chr2	-	28607275
chr2	+	28615778
chr2	+	28618578
chr2	+	28615668
chr2	+	28789655
chr2	+	28771366
chr2	+	28718937
chr2	+	28718937
chr2	+	28824765
chr2	+	28906841
chr2	+	28974613
chr2	+	28974611
chr2	+	28974613
chr2	+	28974613
chr2	+	28974625
chr2	+	29005382
chr2	+	29038862
chr2	+	29033699
chr2	+	29033699
chr2	-	29072687
chr2	+	29136527
chr2	+	29149932
chr2	-	29150108
chr2	+	29150848
chr2	+	29117532
chr2	-	29195279
chr2	+	29256296
chr2	+	29204163
chr2	+	29204163
chr2	+	29237260
chr2	-	29284555
chr2	+	29353539
chr2	+	29336861
chr2	+	29320570
chr2	+	29338307
chr2	+	29344239
chr2	-	29415639
chr2	-	29415639
chr2	-	29415639
chr2	+	30277567
chr2	+	30369749
chr2	+	30369749
chr2	+	30369749
chr2	+	30369749
chr2	+	30369749
chr2	+	30370381
chr2	+	30454396
chr2	+	30455022
chr2	+	30569524
chr2	+	30573783
chr2	+	30631035
chr2	+	30631111
chr2	+	30670136
chr2	+	30670122
chr2	+	30670122
chr2	+	30670136
chr2	+	30670136
chr2	-	30945637
chr2	-	30964239
chr2	-	30953595
chr2	-	30945637
chr2	-	30973968
chr2	-	31133330
chr2	-	31133330
chr2	-	31133330
chr2	-	31133330
chr2	-	31146984
chr2	-	31154933
chr2	-	31395921
chr2	+	31451177
chr2	-	31395921
chr2	+	31456879
chr2	+	31456879
chr2	-	31557187
chr2	+	31638890
chr2	-	31749655
chr2	-	32092893
chr2	-	32092893
chr2	-	32092893
chr2	-	32092893
chr2	-	32092893
chr2	-	32248971
chr2	-	32121141
chr2	-	32248971
chr2	+	32288679
chr2	+	32288679
chr2	+	32390909
chr2	+	32390909
chr2	+	32390909
chr2	+	32390909
chr2	+	32390909
chr2	+	32390909
chr2	+	32390909
chr2	-	32449517
chr2	-	32449517
chr2	-	32449517
chr2	-	32449517
chr2	+	32502957
chr2	+	32757219
chr2	+	32582095
chr2	+	32860321
chr2	+	32853086
chr2	+	32853086
chr2	+	33107765
chr2	+	33050509
chr2	+	33066079
chr2	+	33107765
chr2	+	33152193
chr2	-	33510835
chr2	+	33172368
chr2	+	33359663
chr2	+	33359663
chr2	+	33359663
chr2	+	33359663
chr2	+	33516550
chr2	+	33661415
chr2	+	33661415
chr2	+	33701320
chr2	+	33738941
chr2	-	33808728
chr2	-	33808728
chr2	-	33808728
chr2	-	33808728
chr2	-	33951127
chr2	-	34628738
chr2	-	36581891
chr2	+	36583369
chr2	-	36779403
chr2	-	36779403
chr2	-	36779403
chr2	-	36779403
chr2	+	36923832
chr2	+	36923832
chr2	+	36923832
chr2	+	36923832
chr2	+	36923832
chr2	+	36923832
chr2	+	37186504
chr2	-	37064840
chr2	-	37064840
chr2	-	37208152
chr2	-	37234500
chr2	-	37208152
chr2	+	37311593
chr2	+	37311593
chr2	-	37332283
chr2	-	37332283
chr2	-	37332283
chr2	-	37332283
chr2	-	37347101
chr2	-	37394962
chr2	-	37394962
chr2	-	37415619
chr2	-	37415619
chr2	-	37415619
chr2	-	37415619
chr2	-	37415619
chr2	+	37423634
chr2	+	37423634
chr2	-	37428774
chr2	+	37458773
chr2	+	37458773
chr2	+	37458773
chr2	+	37458773
chr2	+	37458773
chr2	+	37468720
chr2	-	37483804
chr2	-	37477645
chr2	-	37494710
chr2	+	37571752
chr2	-	37662652
chr2	-	37872965
chr2	-	37869024
chr2	-	37869024
chr2	-	37869024
chr2	-	37869024
chr2	-	38053389
chr2	+	38152461
chr2	+	38152461
chr2	+	38155901
chr2	+	38177595
chr2	-	38177476
chr2	+	38177595
chr2	-	38294745
chr2	+	38358246
chr2	-	38522028
chr2	-	38522028
chr2	-	38522028
chr2	-	38522028
chr2	-	38522028
chr2	-	38522028
chr2	-	38790327
chr2	-	38790327
chr2	-	38790327
chr2	+	38893051
chr2	-	38970740
chr2	-	38970740
chr2	-	38970740
chr2	+	38978675
chr2	+	39005257
chr2	-	39024875
chr2	-	39024875
chr2	-	39024875
chr2	-	39080186
chr2	+	39103102
chr2	-	39186428
chr2	+	39146503
chr2	-	39208689
chr2	-	39247085
chr2	-	39208689
chr2	-	39249710
chr2	-	39405687
chr2	-	39405687
chr2	-	39476406
chr2	-	39620662
chr2	-	39476406
chr2	-	39476406
chr2	+	39664556
chr2	+	39741286
chr2	+	39663777
chr2	+	39893034
chr2	+	39892637
chr2	+	39893034
chr2	-	39963199
chr2	-	39963199
chr2	-	39963199
chr2	-	39988470
chr2	+	40144773
chr2	-	40339285
chr2	-	40339285
chr2	-	40339285
chr2	-	40339285
chr2	-	40339285
chr2	-	40655612
chr2	-	40339285
chr2	-	40655612
chr2	-	41559792
chr2	-	42084410
chr2	+	42098410
chr2	+	42104694
chr2	+	42104694
chr2	-	42142803
chr2	-	42162507
chr2	+	42275160
chr2	+	42396489
chr2	+	42396489
chr2	+	42396489
chr2	+	42513062
chr2	+	42528380
chr2	+	42528380
chr2	-	42577644
chr2	-	42577644
chr2	+	42667516
chr2	-	42669156
chr2	-	42669156
chr2	+	42795670
chr2	+	42922904
chr2	+	42721708
chr2	+	42795184
chr2	-	42989638
chr2	-	42994228
chr2	-	42997026
chr2	+	43037675
chr2	-	43092604
chr2	-	43449540
chr2	+	43454349
chr2	-	43457974
chr2	-	43625109
chr2	-	43565025
chr2	-	43457974
chr2	-	43779206
chr2	-	43457974
chr2	-	43457974
chr2	-	43570147
chr2	-	43655238
chr2	-	43783231
chr2	-	43789357
chr2	-	43902291
chr2	+	43864438
chr2	+	43864438
chr2	+	43864438
chr2	-	43999258
chr2	+	44001177
chr2	+	44001177
chr2	+	44003920
chr2	+	44001177
chr2	+	44001177
chr2	+	44001177
chr2	-	44039610
chr2	-	44039610
chr2	-	44039610
chr2	-	44039610
chr2	+	44066102
chr2	+	44066102
chr2	-	44201288
chr2	-	44113362
chr2	-	44128458
chr2	+	44395999
chr2	+	44395999
chr2	+	44395999
chr2	+	44395999
chr2	+	44395999
chr2	+	44395999
chr2	+	44502596
chr2	+	44502596
chr2	+	44502596
chr2	+	44502596
chr2	+	44502596
chr2	+	44512221
chr2	+	44530944
chr2	-	44544747
chr2	-	44544747
chr2	-	44544747
chr2	-	44544747
chr2	-	44544747
chr2	-	44544747
chr2	-	44544747
chr2	+	44589042
chr2	-	44776629
chr2	-	44979368
chr2	+	44589042
chr2	+	45169036
chr2	-	45232323
chr2	-	45414308
chr2	-	45401479
chr2	-	45615818
chr2	-	45615818
chr2	-	45932467
chr2	-	45937440
chr2	+	45903872
chr2	+	45879042
chr2	+	46524540
chr2	+	46606838
chr2	+	46656333
chr2	+	46706703
chr2	-	46739169
chr2	-	46738985
chr2	-	46755024
chr2	-	46795395
chr2	+	46769866
chr2	-	46808412
chr2	-	46808412
chr2	+	46844324
chr2	+	46985669
chr2	+	46926098
chr2	+	46926348
chr2	+	47043806
chr2	+	47055002
chr2	+	47073014
chr2	-	47129008
chr2	-	47129008
chr2	-	47129008
chr2	-	47129008
chr2	-	47129008
chr2	-	47129008
chr2	-	47129008
chr2	+	47168312
chr2	+	47143295
chr2	+	47168312
chr2	+	47168312
chr2	+	47168312
chr2	+	47177501
chr2	+	47205878
chr2	+	47221369
chr2	-	47314129
chr2	-	47355586
chr2	-	47293079
chr2	-	47387220
chr2	-	47536171
chr2	-	47441087
chr2	-	47586643
chr2	+	47604813
chr2	+	47596286
chr2	+	47630205
chr2	+	47672686
chr2	+	47672686
chr2	+	47630205
chr2	+	47630205
chr2	+	47637232
chr2	-	47713159
chr2	-	47747914
chr2	+	47630205
chr2	+	48010220
chr2	+	48010220
chr2	+	48010220
chr2	+	48011093
chr2	-	48034058
chr2	-	48039989
chr2	-	48034058
chr2	-	48034058
chr2	-	48045555
chr2	+	48541794
chr2	+	48667907
chr2	+	48667907
chr2	+	48667907
chr2	+	48667907
chr2	+	48667907
chr2	+	48667907
chr2	+	48757307
chr2	+	48757307
chr2	+	48796158
chr2	+	48807725
chr2	+	48844936
chr2	+	48844936
chr2	-	48913912
chr2	-	48921362
chr2	+	48757063
chr2	-	49189295
chr2	-	49189295
chr2	-	49189295
chr2	-	49210236
chr2	-	50145642
chr2	-	50145642
chr2	-	50145642
chr2	-	50145642
chr2	-	50426274
chr2	-	50145642
chr2	-	50145642
chr2	-	50145642
chr2	-	50145642
chr2	-	51149795
chr2	-	53897116
chr2	-	53990097
chr2	+	53994928
chr2	-	53897116
chr2	-	53897116
chr2	-	53897116
chr2	-	53941520
chr2	+	54014067
chr2	+	54014067
chr2	+	54014067
chr2	-	54076258
chr2	-	54080270
chr2	-	53897116
chr2	-	54080049
chr2	-	54091203
chr2	-	54091203
chr2	-	54091203
chr2	-	54091203
chr2	-	54091203
chr2	-	54091203
chr2	-	54127017
chr2	-	54480314
chr2	+	54342409
chr2	+	54558070
chr2	+	54558070
chr2	+	54558070
chr2	+	54558070
chr2	+	54752736
chr2	+	54756358
chr2	+	54684397
chr2	+	54785530
chr2	+	54879654
chr2	+	54683453
chr2	+	54884958
chr2	+	55077425
chr2	+	54952148
chr2	+	55181119
chr2	-	55199326
chr2	-	55241553
chr2	-	55199326
chr2	+	55276897
chr2	-	55199326
chr2	-	55199326
chr2	-	55199326
chr2	-	55399686
chr2	-	55399686
chr2	-	55399686
chr2	+	55459038
chr2	+	55459540
chr2	+	55459813
chr2	-	55463755
chr2	-	55463755
chr2	-	55463755
chr2	-	55490775
chr2	+	55509454
chr2	-	55514977
chr2	-	55514977
chr2	-	55515312
chr2	-	55522732
chr2	-	55514977
chr2	-	55521308
chr2	-	55561229
chr2	-	55514977
chr2	-	55514977
chr2	-	55514977
chr2	-	55630522
chr2	-	55683241
chr2	+	55762982
chr2	+	55746739
chr2	+	55746739
chr2	-	55775513
chr2	-	55775513
chr2	-	55843286
chr2	-	55775513
chr2	-	55775513
chr2	-	55775513
chr2	-	55861197
chr2	-	56093096
chr2	-	56093096
chr2	-	56093096
chr2	-	56178788
chr2	-	56210101
chr2	-	56216084
chr2	-	56227848
chr2	-	56301788
chr2	+	56179253
chr2	-	56400668
chr2	-	56400668
chr2	-	56462351
chr2	+	56179253
chr2	+	56411257
chr2	+	57771669
chr2	+	58313461
chr2	+	58134785
chr2	+	58134785
chr2	+	58273776
chr2	+	58273776
chr2	+	58273776
chr2	+	58273776
chr2	+	58273776
chr2	+	58273776
chr2	+	58273776
chr2	+	58273846
chr2	-	58386377
chr2	-	58386377
chr2	-	58386377
chr2	-	58387242
chr2	+	58747887
chr2	+	59152745
chr2	+	59760124
chr2	+	59921896
chr2	+	60040037
chr2	+	60140736
chr2	-	60614496
chr2	-	60751623
chr2	-	60684328
chr2	-	60678301
chr2	-	60678301
chr2	-	60678301
chr2	-	60678301
chr2	-	60684328
chr2	-	60684328
chr2	-	60769016
chr2	+	60890883
chr2	+	60983364
chr2	+	60983387
chr2	+	60987268
chr2	+	61009019
chr2	-	61058785
chr2	-	61074894
chr2	+	61108751
chr2	+	61108751
chr2	+	61225886
chr2	-	61236982
chr2	-	61167547
chr2	-	61236982
chr2	-	61167547
chr2	-	61167547
chr2	+	61244696
chr2	+	61244830
chr2	+	61244830
chr2	+	61244811
chr2	+	61293005
chr2	+	61293005
chr2	+	61293005
chr2	+	61293362
chr2	-	61368726
chr2	+	61372242
chr2	+	61372242
chr2	+	61389628
chr2	+	61404552
chr2	+	61404554
chr2	-	61414589
chr2	-	61453924
chr2	-	61644378
chr2	-	61414589
chr2	-	61705068
chr2	-	61705068
chr2	-	61705068
chr2	-	61705068
chr2	-	61705068
chr2	-	62051982
chr2	-	62051982
chr2	-	62051982
chr2	-	62054238
chr2	-	62063144
chr2	-	62095261
chr2	-	62095261
chr2	-	62095261
chr2	-	62095261
chr2	+	62132802
chr2	-	62296587
chr2	+	62432960
chr2	+	62449355
chr2	+	62423261
chr2	-	62489521
chr2	-	62727355
chr2	-	62727761
chr2	-	62727761
chr2	-	62839006
chr2	-	62953770
chr2	+	62934031
chr2	+	62932846
chr2	+	62932846
chr2	+	62900985
chr2	+	62933000
chr2	+	62933000
chr2	+	62934031
chr2	-	63271099
chr2	-	63271099
chr2	+	63277191
chr2	+	63277936
chr2	+	63277936
chr2	-	63344985
chr2	-	63348534
chr2	-	63348534
chr2	-	63348534
chr2	-	63348534
chr2	-	63630843
chr2	-	63348534
chr2	-	63595957
chr2	+	63815742
chr2	+	63816284
chr2	+	63816284
chr2	+	64068097
chr2	+	64069013
chr2	+	64069518
chr2	-	64119666
chr2	-	64119666
chr2	-	64119666
chr2	-	64119666
chr2	-	64119666
chr2	-	64319785
chr2	-	64331834
chr2	-	64319785
chr2	-	64319785
chr2	-	64412212
chr2	-	64565203
chr2	+	64681326
chr2	+	64752646
chr2	+	64751438
chr2	+	64751438
chr2	+	64751438
chr2	+	64778576
chr2	+	64834445
chr2	-	64863060
chr2	-	64858754
chr2	-	65073263
chr2	-	65128973
chr2	+	65215578
chr2	+	65216494
chr2	+	65226581
chr2	+	65283494
chr2	+	65296532
chr2	+	65283494
chr2	+	65283494
chr2	+	65283494
chr2	+	65283549
chr2	-	65313987
chr2	-	65313987
chr2	-	65313987
chr2	-	65313987
chr2	+	65454828
chr2	+	65454828
chr2	+	65454828
chr2	+	65454828
chr2	-	65537984
chr2	-	65537984
chr2	-	65559120
chr2	+	65953723
chr2	+	65663844
chr2	+	66305393
chr2	-	66585380
chr2	-	66650474
chr2	+	66667262
chr2	+	66662531
chr2	+	66798365
chr2	+	66662531
chr2	+	66664868
chr2	+	66666452
chr2	-	67350488
chr2	+	67313577
chr2	+	67624441
chr2	-	68269331
chr2	-	68269331
chr2	-	68269331
chr2	-	68269331
chr2	-	68269331
chr2	-	68350067
chr2	-	68361215
chr2	-	68357280
chr2	-	68361215
chr2	+	68385004
chr2	-	68405988
chr2	-	68520142
chr2	-	68543937
chr2	-	68511302
chr2	-	68520141
chr2	+	68592321
chr2	+	68592321
chr2	-	68689504
chr2	+	68694690
chr2	+	68760750
chr2	+	68694690
chr2	+	68756772
chr2	+	68813903
chr2	+	68872793
chr2	+	68906745
chr2	+	69002035
chr2	+	69001932
chr2	+	68961912
chr2	+	68961912
chr2	+	69001932
chr2	+	69001932
chr2	-	69092612
chr2	-	69172363
chr2	-	69172440
chr2	+	69201704
chr2	+	69240275
chr2	+	69330813
chr2	+	69240275
chr2	+	69240275
chr2	+	69240275
chr2	+	69561731
chr2	-	69546900
chr2	-	69546900
chr2	-	69623244
chr2	-	69623244
chr2	-	69623244
chr2	-	69623244
chr2	-	69623244
chr2	-	69627464
chr2	-	69747176
chr2	-	69709671
chr2	-	69709671
chr2	-	69685126
